sku_code,ean_barcode,product_name,brand,category,sub_category,size,color,fabric,batch_code,manufacturing_date,mrp,hsn_code,gst_pct
SKU-5035,8908969992876,UrbanWeave Cap,StitchCraft,Accessories,Cap,XXL,Teal,Poly-Cotton,B2410-545,2024-10-09,5678.31,6101,5
SKU-5036,8901998725836,FabIndia Top परंपरागत,SilkRoute,Womenswear,Top,34,Off-White,Silk,B2411-135,2024-11-13,3535.49,6204,12
SKU-5037,8905812902332,SilkRoute Dress,CottonKing,Womenswear,Dress,34,Red,Chiffon,B2406-643,2024-06-12,3117.25,6105,12
SKU-5038,8907781585416,LoomLine Jeans,ThreadBare,Menswear,Jeans,XXL,Olive,Viscose,B2404-624,2024-04-19,1865.98,6205,12
SKU-5039,8903408233452,RoyalStitch Leggings,EthnicEdge,Womenswear,Leggings,30,Maroon,Lycra,B2409-566,2024-09-03,5468.43,6201,5
SKU-5040,8901445005610,UrbanWeave Kids Shorts,ThreadBare,Kids,Kids Shorts,30,White,Lycra,B2404-578,2024-04-07,6633.94,6206,5
SKU-5041,8905785046851,RoyalStitch Thermal,IndoChic,Winterwear,Thermal,28,Lavender,Cotton,B2409-633,2024-09-17,4804.82,6206,12
SKU-5042,8900661112262,WeaveMaster Pocket Square,UrbanWeave,Accessories,Pocket Square,40,Indigo,Cotton Blend,B2501-955,2025-01-08,9657.24,6105,5
SKU-5043,8902831548590,DesiDrape Kids Dress संग्रह,EthnicEdge,Kids,Kids Dress,L,Black,Lycra,B2411-948,2024-11-12,4182.89,6217,5
SKU-5044,8901584657908,StreetStyle Scarf,LoomLine,Accessories,Scarf,38,Red,Cotton,B2404-782,2024-04-26,3481.3,6106,5
SKU-5045,8901977406396,ThreadBare Churidar Set,StreetStyle,Ethnic Wear,Churidar Set,Free Size,Peach,Poly-Cotton,B2406-553,2024-06-15,9463.5,6102,12
SKU-5046,8904967470626,StitchCraft Sherwani,SilkRoute,Ethnic Wear,Sherwani,40,Maroon,Polyester,B2407-363,2024-07-31,8681.63,6109,5
SKU-5047,8908759061416,StitchCraft Dhoti,IndoChic,Ethnic Wear,Dhoti,L,Maroon,Cotton Blend,B2410-438,2024-10-21,2783.85,6111,12
SKU-5048,8903406275294,RoyalStitch Palazzo,ThreadBare,Womenswear,Palazzo,28,Beige,Rayon,B2501-492,2025-01-24,6352.19,6203,12
SKU-5049,8903855681225,ThreadBare Kurti,KhaadiKraft,Womenswear,Kurti,32,Red,Rayon,B2501-720,2025-01-16,9023.29,6201,12
SKU-5050,8900824526840,FabIndia Dress शानदार,WeaveMaster,Womenswear,Dress,36,Black,Silk,B2411-932,2024-11-20,604.15,6204,5
SKU-5051,8906756450732,WeaveMaster Anarkali,DesiDrape,Ethnic Wear,Anarkali,XS,Olive,Polyester,B2407-300,2024-07-11,1382.63,6201,5
SKU-5052,8900849000211,DesiDrape Kids Dress शानदार,StitchCraft,Kids,Kids Dress,42,Sky Blue,Silk,B2405-648,2024-05-03,4949.43,6205,5
SKU-5053,8901799955507,WeaveMaster Kurta Pajama,FabIndia,Ethnic Wear,Kurta Pajama,42,Off-White,Cotton Blend,B2502-534,2025-02-16,1380.08,6201,5
SKU-5054,8901389362333,OmniThreads Hoodie,OmniThreads,Winterwear,Hoodie,XS,Beige,Denim,B2404-955,2024-04-08,8725.8,6111,5
SKU-5055,8901184132419,DesiDrape Kids Ethnic Set,ThreadBare,Kids,Kids Ethnic Set,36,Pink,Linen,B2410-504,2024-10-16,4748.56,6104,12
SKU-5056,8901843253631,DesiDrape Jumpsuit,ThreadBare,Womenswear,Jumpsuit,32,Navy,Chiffon,B2410-846,2024-10-26,2516.18,6105,12
SKU-5057,8900830818479,SilkRoute Palazzo राजशाही,RoyalStitch,Womenswear,Palazzo,30,Mustard,Rayon,B2411-873,2024-11-18,3446.04,6110,5
SKU-5058,8908420233769,OmniThreads Wallet,KhaadiKraft,Accessories,Wallet,32,Charcoal,Silk,B2404-752,2024-04-08,1173.69,6101,5
SKU-5059,8909475748578,StreetStyle Kids Dress,KhaadiKraft,Kids,Kids Dress,XL,Peach,Crepe,B2408-564,2024-08-26,3815.25,6211,5
SKU-5060,8903887363111,OmniThreads Socks,StitchCraft,Accessories,Socks,Free Size,Sky Blue,Silk,B2405-400,2024-05-10,5095.34,6203,5
SKU-5061,8907056515271,KhaadiKraft Saree,LoomLine,Womenswear,Saree,34,Rust,Crepe,B2411-597,2024-11-14,8655.25,6214,5
SKU-5062,8909741293243,RoyalStitch Thermal,RoyalStitch,Winterwear,Thermal,XL,Indigo,Poly-Cotton,B2410-668,2024-10-26,2298.47,6214,5
SKU-5063,8902701569701,UrbanWeave Top,DesiDrape,Womenswear,Top,38,Teal,Fleece,B2410-203,2024-10-04,8610.38,6204,5
SKU-5064,8906302926814,StreetStyle Belt,KhaadiKraft,Accessories,Belt,XS,Maroon,Crepe,B2406-107,2024-06-18,744.43,6205,5
SKU-5065,8908459191243,ThreadBare Trousers,LoomLine,Menswear,Trousers,XXL,Teal,Viscose,B2502-990,2025-02-27,6935.45,6214,5
SKU-5066,8900933986400,StitchCraft Belt,SilkRoute,Accessories,Belt,42,Indigo,Poly-Cotton,B2410-693,2024-10-03,5867.83,6205,5
SKU-5067,8900788043697,StitchCraft Lehenga,ThreadBare,Ethnic Wear,Lehenga,XS,Grey,Cotton,B2410-534,2024-10-13,9536.5,6109,12
SKU-5068,8907133625454,WeaveMaster Sweater,WeaveMaster,Winterwear,Sweater,Free Size,Mustard,Georgette,B2405-234,2024-05-18,2391.18,6109,5
SKU-5069,8904630924106,WeaveMaster Hoodie,StreetStyle,Winterwear,Hoodie,28,Teal,Georgette,B2407-429,2024-07-19,5086.82,6202,5
SKU-5070,8902150332514,ThreadBare Thermal,LoomLine,Winterwear,Thermal,XXL,Grey,Polyester,B2407-330,2024-07-11,7397.47,6205,12
SKU-5071,8908187556460,StitchCraft Saree,WeaveMaster,Womenswear,Saree,32,Lavender,Khadi,B2502-584,2025-02-23,1228.57,6106,5
SKU-5072,8909831185004,LoomLine Palazzo देशी,RoyalStitch,Womenswear,Palazzo,XL,Charcoal,Linen,B2412-877,2024-12-18,2991.26,6217,5
SKU-5073,8902197120356,LoomLine Leggings सुनहरा,StitchCraft,Womenswear,Leggings,M,Lavender,Cotton,B2404-349,2024-04-05,2716.98,6111,5
SKU-5074,8900894319313,KhaadiKraft Palazzo,FabIndia,Womenswear,Palazzo,32,Charcoal,Georgette,B2501-668,2025-01-26,6240.93,6105,5
SKU-5075,8903766968578,DesiDrape Kurta Pajama,SilkRoute,Ethnic Wear,Kurta Pajama,28,Pink,Georgette,B2408-131,2024-08-13,6529.35,6217,5
SKU-5076,8902687379373,WeaveMaster Blazer,EthnicEdge,Menswear,Blazer,Free Size,Lavender,Silk,B2406-993,2024-06-26,6424.92,6109,5
SKU-5077,8906750907369,RoyalStitch Dress,EthnicEdge,Womenswear,Dress,XL,Indigo,Silk,B2409-294,2024-09-12,9838.69,6211,5
SKU-5078,8908977394270,CottonKing Sherwani,LoomLine,Ethnic Wear,Sherwani,38,Grey,Chiffon,B2410-118,2024-10-19,389.32,6211,5
SKU-5079,8902466322526,UrbanWeave Pocket Square,KhaadiKraft,Accessories,Pocket Square,34,Rust,Lycra,B2409-854,2024-09-26,8445.03,6202,5
SKU-5080,8901724446196,OmniThreads Leggings,SilkRoute,Womenswear,Leggings,S,Peach,Cotton Blend,B2406-920,2024-06-30,3653.42,6105,5
SKU-5081,8906077025582,UrbanWeave Puffer Jacket,StreetStyle,Winterwear,Puffer Jacket,42,Black,Lycra,B2501-444,2025-01-06,8494.58,6217,12
SKU-5082,8907376263485,StitchCraft Scarf,ThreadBare,Accessories,Scarf,28,Teal,Silk,B2409-446,2024-09-19,8949.5,6202,5
SKU-5083,8901102378885,DesiDrape Saree,KhaadiKraft,Womenswear,Saree,3XL,Charcoal,Linen,B2412-507,2024-12-04,6156.49,6217,5
SKU-5084,8900811766574,DesiDrape Kids Jeans,StitchCraft,Kids,Kids Jeans,3XL,Red,Fleece,B2405-832,2024-05-21,8349.21,6206,5
SKU-5085,8905314516390,LoomLine Jeans परंपरागत,WeaveMaster,Menswear,Jeans,Free Size,Teal,Polyester,B2411-149,2024-11-29,8355.06,6111,5
SKU-5086,8909768806010,StreetStyle Formal Shirt,DesiDrape,Menswear,Formal Shirt,28,Rust,Georgette,B2502-737,2025-02-03,4537.96,6214,5
SKU-5087,8903588647855,DesiDrape Kids Shorts,UrbanWeave,Kids,Kids Shorts,42,Lavender,Wool,B2405-954,2024-05-04,3389.97,6103,12
SKU-5088,8902060128258,DesiDrape Blazer परंपरागत,UrbanWeave,Menswear,Blazer,28,Rust,Rayon,B2501-962,2025-01-16,2500.42,6203,12
SKU-5089,8907566189189,EthnicEdge Churidar Set,WeaveMaster,Ethnic Wear,Churidar Set,S,Indigo,Poly-Cotton,B2406-758,2024-06-06,7386.83,6201,12
SKU-5090,8902310009613,UrbanWeave Kids Ethnic Set,OmniThreads,Kids,Kids Ethnic Set,XXL,Rust,Wool,B2501-975,2025-01-07,8704.98,6214,5
SKU-5091,8900936976928,UrbanWeave Kids Dress,ThreadBare,Kids,Kids Dress,30,Red,Poly-Cotton,B2409-686,2024-09-24,1460.9,6106,5
SKU-5092,8901049855686,DesiDrape Trousers,FabIndia,Menswear,Trousers,34,Mustard,Poly-Cotton,B2410-561,2024-10-31,2554.69,6204,12
SKU-5093,8907174059084,WeaveMaster Kids T-Shirt संग्रह,ThreadBare,Kids,Kids T-Shirt,S,Beige,Lycra,B2408-867,2024-08-03,4128.24,6109,5
SKU-5094,8900345504577,OmniThreads Chinos,SilkRoute,Menswear,Chinos,XS,Off-White,Cotton Blend,B2409-108,2024-09-15,1141.71,6110,5
SKU-5095,8906663765869,LoomLine Blouse,RoyalStitch,Womenswear,Blouse,Free Size,Maroon,Wool,B2407-375,2024-07-13,2781.65,6214,5
SKU-5096,8906740505748,StitchCraft Kids T-Shirt,UrbanWeave,Kids,Kids T-Shirt,32,Maroon,Crepe,B2409-603,2024-09-11,7940.71,6214,12
SKU-5097,8903455964356,KhaadiKraft Salwar Set,EthnicEdge,Womenswear,Salwar Set,XS,White,Linen,B2411-773,2024-11-24,6745.48,6111,5
SKU-5098,8904351003044,SilkRoute Kids Shorts,StreetStyle,Kids,Kids Shorts,32,White,Fleece,B2406-485,2024-06-01,3791.8,6203,5
SKU-5099,8902505720596,KhaadiKraft Shorts,OmniThreads,Menswear,Shorts,XXL,Charcoal,Linen,B2406-724,2024-06-10,5559.52,6211,12
SKU-5100,8903788348161,KhaadiKraft Trousers,DesiDrape,Menswear,Trousers,S,Peach,Chiffon,B2412-578,2024-12-21,7308.2,6205,5
SKU-5101,8907805876617,ThreadBare Skirt सुनहरा,IndoChic,Womenswear,Skirt,XXL,Maroon,Polyester,B2502-541,2025-02-07,9730.91,6202,12
SKU-5102,8909439047210,KhaadiKraft Wallet,KhaadiKraft,Accessories,Wallet,3XL,Maroon,Lycra,B2412-539,2024-12-10,8583.75,6205,12
SKU-5103,8906628923167,FabIndia Anarkali,LoomLine,Ethnic Wear,Anarkali,38,Lavender,Georgette,B2404-848,2024-04-09,832.72,6203,12
SKU-5104,8902411052952,ThreadBare Tie,OmniThreads,Accessories,Tie,32,Red,Chiffon,B2412-844,2024-12-26,3739.48,6109,5
SKU-5105,8905499451895,StreetStyle Wallet,KhaadiKraft,Accessories,Wallet,Free Size,Maroon,Fleece,B2412-451,2024-12-24,9851.89,6214,12
SKU-5106,8903465973498,StreetStyle Kids Jeans,FabIndia,Kids,Kids Jeans,XXL,Olive,Linen,B2407-970,2024-07-17,1856.22,6204,5
SKU-5107,8900523309903,SilkRoute Anarkali,RoyalStitch,Ethnic Wear,Anarkali,30,Olive,Fleece,B2502-679,2025-02-05,8851.49,6214,12
SKU-5108,8907591369678,DesiDrape Nehru Jacket,CottonKing,Ethnic Wear,Nehru Jacket,L,Charcoal,Poly-Cotton,B2409-891,2024-09-17,9154.9,6104,5
SKU-5109,8901055020032,WeaveMaster Skirt राजशाही,LoomLine,Womenswear,Skirt,38,Off-White,Cotton Blend,B2406-598,2024-06-28,9354.21,6111,12
SKU-5110,8907838534200,OmniThreads Kids Dress,UrbanWeave,Kids,Kids Dress,28,Indigo,Wool,B2408-369,2024-08-29,8499.24,6202,5
SKU-5111,8909041953987,RoyalStitch Shorts,CottonKing,Menswear,Shorts,28,Mustard,Rayon,B2501-732,2025-01-10,7680.07,6201,5
SKU-5112,8902655536907,StreetStyle Churidar Set,FabIndia,Ethnic Wear,Churidar Set,S,Black,Wool,B2408-209,2024-08-20,3439.19,6203,5
SKU-5113,8901906526254,WeaveMaster Shorts,KhaadiKraft,Menswear,Shorts,XXL,Sky Blue,Linen,B2407-953,2024-07-10,4257.42,6211,5
SKU-5114,8904547734518,CottonKing Churidar Set,EthnicEdge,Ethnic Wear,Churidar Set,XL,Peach,Silk,B2407-564,2024-07-31,6125.7,6109,12
SKU-5115,8909519520017,WeaveMaster Kids Ethnic Set,LoomLine,Kids,Kids Ethnic Set,XS,Off-White,Crepe,B2406-811,2024-06-27,3251.15,6106,5
SKU-5116,8903191739165,StitchCraft Jeans,ThreadBare,Menswear,Jeans,XL,Off-White,Silk,B2405-204,2024-05-03,6310.12,6111,5
SKU-5117,8904986870051,OmniThreads Trousers,UrbanWeave,Menswear,Trousers,XXL,White,Viscose,B2411-863,2024-11-21,2039.48,6110,5
SKU-5118,8902804828983,DesiDrape Cap,StitchCraft,Accessories,Cap,30,Red,Linen,B2404-170,2024-04-19,4745.6,6109,5
SKU-5119,8901903082464,EthnicEdge Kids Jeans,StitchCraft,Kids,Kids Jeans,40,Charcoal,Polyester,B2501-176,2025-01-30,480.75,6217,5
SKU-5120,8903067545457,RoyalStitch Dress देशी,KhaadiKraft,Womenswear,Dress,28,Grey,Poly-Cotton,B2501-700,2025-01-31,8784.91,6214,12
SKU-5121,8902533267907,OmniThreads Jumpsuit,SilkRoute,Womenswear,Jumpsuit,3XL,Mustard,Cotton Blend,B2501-622,2025-01-06,6845.29,6214,5
SKU-5122,8904299043726,ThreadBare Wallet,RoyalStitch,Accessories,Wallet,M,Teal,Polyester,B2409-300,2024-09-22,8049.79,6103,5
SKU-5123,8906304325615,EthnicEdge Sweater,ThreadBare,Winterwear,Sweater,42,Maroon,Rayon,B2411-275,2024-11-16,849.49,6102,5
SKU-5124,8907434666274,OmniThreads Pocket Square,DesiDrape,Accessories,Pocket Square,28,Charcoal,Viscose,B2411-188,2024-11-17,5464.12,6105,5
SKU-5125,8909296590435,CottonKing Skirt देशी,EthnicEdge,Womenswear,Skirt,XL,Olive,Fleece,B2408-104,2024-08-25,9720.23,6201,5
SKU-5126,8904190843209,DesiDrape Sweater,RoyalStitch,Winterwear,Sweater,38,Sky Blue,Wool,B2407-621,2024-07-16,7708.23,6214,5
SKU-5127,8906723666010,StitchCraft Leggings,OmniThreads,Womenswear,Leggings,L,Lavender,Fleece,B2502-974,2025-02-04,9621.03,6109,5
SKU-5128,8902829347572,UrbanWeave Shorts,RoyalStitch,Menswear,Shorts,34,Maroon,Silk,B2405-176,2024-05-14,1136.81,6109,5
SKU-5129,8905438796744,StreetStyle Kids Jeans परंपरागत,StitchCraft,Kids,Kids Jeans,32,Red,Linen,B2501-365,2025-01-11,3162.71,6203,5
SKU-5130,8905630550085,SilkRoute Casual Shirt,StitchCraft,Menswear,Casual Shirt,38,Teal,Chiffon,B2410-298,2024-10-24,4162.46,6111,12
SKU-5131,8906814228717,EthnicEdge Anarkali,WeaveMaster,Ethnic Wear,Anarkali,40,Peach,Wool,B2407-582,2024-07-31,3516.78,6214,5
SKU-5132,8901871826433,DesiDrape Jumpsuit,KhaadiKraft,Womenswear,Jumpsuit,42,Peach,Fleece,B2502-876,2025-02-09,2054.91,6101,5
SKU-5133,8903379367251,StreetStyle Thermal,OmniThreads,Winterwear,Thermal,42,Black,Polyester,B2411-585,2024-11-10,6656.37,6105,5
SKU-5134,8904360892591,SilkRoute Anarkali,FabIndia,Ethnic Wear,Anarkali,30,Charcoal,Crepe,B2407-913,2024-07-26,4392.21,6104,5
SKU-5135,8906298175664,LoomLine Shawl,ThreadBare,Winterwear,Shawl,XS,Grey,Wool,B2404-107,2024-04-09,2715.61,6103,5
SKU-5136,8905815886047,WeaveMaster Sherwani,StitchCraft,Ethnic Wear,Sherwani,40,Peach,Wool,B2411-495,2024-11-27,1305.88,6110,5
SKU-5137,8904557195105,EthnicEdge Dress,DesiDrape,Womenswear,Dress,42,White,Silk,B2409-160,2024-09-11,2200.6,6205,12
SKU-5138,8905841944571,UrbanWeave Dhoti,SilkRoute,Ethnic Wear,Dhoti,M,Olive,Polyester,B2406-102,2024-06-26,4377.43,6110,5
SKU-5139,8906269288271,UrbanWeave Saree,LoomLine,Womenswear,Saree,Free Size,Mustard,Cotton Blend,B2501-635,2025-01-02,6972.43,6105,5
SKU-5140,8902611678005,ThreadBare Puffer Jacket,RoyalStitch,Winterwear,Puffer Jacket,30,White,Khadi,B2406-890,2024-06-25,8730.32,6204,5
SKU-5141,8907133398896,StitchCraft Wallet परंपरागत,OmniThreads,Accessories,Wallet,XS,Charcoal,Lycra,B2411-493,2024-11-09,9692.59,6214,5
SKU-5142,8907993447247,IndoChic Skirt,LoomLine,Womenswear,Skirt,34,Rust,Silk,B2404-264,2024-04-07,4187.84,6110,5
SKU-5143,8908465787896,OmniThreads Scarf,LoomLine,Accessories,Scarf,34,Teal,Fleece,B2407-920,2024-07-27,8529.74,6202,12
SKU-5144,8901960040869,SilkRoute Puffer Jacket,KhaadiKraft,Winterwear,Puffer Jacket,XL,Sky Blue,Cotton,B2408-708,2024-08-08,5128.52,6105,5
SKU-5145,8907444997532,EthnicEdge Kids Ethnic Set,UrbanWeave,Kids,Kids Ethnic Set,36,Teal,Viscose,B2412-928,2024-12-09,6106.56,6217,5
SKU-5146,8908676973968,WeaveMaster Top,OmniThreads,Womenswear,Top,XS,Olive,Cotton Blend,B2501-882,2025-01-27,2704.65,6103,5
SKU-5147,8906489713652,UrbanWeave Top,IndoChic,Womenswear,Top,XL,Grey,Viscose,B2501-267,2025-01-09,1169.76,6205,12
SKU-5148,8901144160454,ThreadBare Kids Ethnic Set संग्रह,IndoChic,Kids,Kids Ethnic Set,34,Olive,Crepe,B2412-271,2024-12-02,6533.56,6204,12
SKU-5149,8901170253357,StitchCraft Scarf,KhaadiKraft,Accessories,Scarf,32,Indigo,Denim,B2411-180,2024-11-17,2072.85,6103,5
SKU-5150,8908379064552,StreetStyle Lehenga,StitchCraft,Ethnic Wear,Lehenga,XS,Rust,Rayon,B2408-442,2024-08-08,4491.96,6217,5
SKU-5151,8908217709034,StreetStyle Cardigan,EthnicEdge,Winterwear,Cardigan,38,Peach,Poly-Cotton,B2408-497,2024-08-13,3092.73,6105,5
SKU-5152,8900566991180,EthnicEdge Puffer Jacket,DesiDrape,Winterwear,Puffer Jacket,XXL,Red,Poly-Cotton,B2405-384,2024-05-09,9645.72,6203,5
SKU-5153,8900189866431,OmniThreads Blouse,EthnicEdge,Womenswear,Blouse,38,Grey,Rayon,B2412-445,2024-12-13,6426.93,6103,5
SKU-5154,8906467955384,WeaveMaster Kids T-Shirt,ThreadBare,Kids,Kids T-Shirt,3XL,Pink,Rayon,B2410-971,2024-10-25,2338.04,6211,5
SKU-5155,8909417690579,IndoChic Casual Shirt,DesiDrape,Menswear,Casual Shirt,42,Charcoal,Silk,B2501-931,2025-01-30,1629.21,6105,5
SKU-5156,8902765283337,IndoChic Cap,CottonKing,Accessories,Cap,32,Red,Poly-Cotton,B2411-719,2024-11-11,8163.52,6101,5
SKU-5157,8900573765266,StreetStyle Jumpsuit,EthnicEdge,Womenswear,Jumpsuit,38,Mustard,Khadi,B2501-632,2025-01-29,2432.84,6105,5
SKU-5158,8900413035178,OmniThreads Lehenga,IndoChic,Ethnic Wear,Lehenga,XL,Indigo,Lycra,B2411-477,2024-11-27,1528.62,6205,12
SKU-5159,8902449438795,ThreadBare Leggings,SilkRoute,Womenswear,Leggings,40,Charcoal,Lycra,B2409-751,2024-09-22,1465.33,6104,5
SKU-5160,8906860593234,WeaveMaster Sweater,OmniThreads,Winterwear,Sweater,3XL,Maroon,Polyester,B2409-136,2024-09-29,1783.96,6203,5
SKU-5161,8900275763140,OmniThreads Sweater,OmniThreads,Winterwear,Sweater,34,Navy,Linen,B2404-696,2024-04-22,9065.1,6205,5
SKU-5162,8900319765752,StitchCraft Pocket Square,StreetStyle,Accessories,Pocket Square,L,Rust,Crepe,B2502-657,2025-02-18,6026.77,6106,5
SKU-5163,8907033653812,IndoChic T-Shirt,IndoChic,Menswear,T-Shirt,42,Rust,Silk,B2409-259,2024-09-22,7986.89,6206,12
SKU-5164,8908457135285,OmniThreads Salwar Set राजशाही,WeaveMaster,Womenswear,Salwar Set,L,Navy,Polyester,B2406-721,2024-06-25,4364.48,6203,5
SKU-5165,8908402712031,OmniThreads Nehru Jacket,LoomLine,Ethnic Wear,Nehru Jacket,34,Beige,Poly-Cotton,B2412-797,2024-12-03,1051.12,6201,5
SKU-5166,8908406976546,EthnicEdge Saree,CottonKing,Womenswear,Saree,32,Rust,Denim,B2405-963,2024-05-22,529.11,6206,12
SKU-5167,8909710618995,IndoChic Kurti,IndoChic,Womenswear,Kurti,38,Olive,Chiffon,B2407-509,2024-07-13,6412.52,6111,5
SKU-5168,8904305025482,EthnicEdge Polo,EthnicEdge,Menswear,Polo,XXL,Off-White,Rayon,B2501-647,2025-01-23,7693.16,6105,5
SKU-5169,8905373466594,IndoChic Belt,LoomLine,Accessories,Belt,42,Olive,Denim,B2409-897,2024-09-28,3837.07,6203,5
SKU-5170,8901305473073,LoomLine Sherwani,LoomLine,Ethnic Wear,Sherwani,M,Charcoal,Linen,B2411-108,2024-11-25,7051.32,6106,12
SKU-5171,8904516014642,WeaveMaster Sherwani,EthnicEdge,Ethnic Wear,Sherwani,XXL,Peach,Wool,B2409-466,2024-09-29,5700.15,6201,12
SKU-5172,8909732691651,FabIndia Jumpsuit,UrbanWeave,Womenswear,Jumpsuit,34,Grey,Chiffon,B2410-969,2024-10-20,2319.24,6211,12
SKU-5173,8903100183662,WeaveMaster Kids Ethnic Set,StreetStyle,Kids,Kids Ethnic Set,S,Mustard,Wool,B2501-912,2025-01-26,7072.42,6105,5
SKU-5174,8906296755973,KhaadiKraft Nehru Jacket,UrbanWeave,Ethnic Wear,Nehru Jacket,30,Olive,Chiffon,B2407-409,2024-07-16,9688.63,6214,5
SKU-5175,8904003993568,UrbanWeave Blazer,FabIndia,Menswear,Blazer,34,Red,Wool,B2406-573,2024-06-11,7613.66,6202,12
SKU-5176,8904899412548,WeaveMaster Kids Shorts,KhaadiKraft,Kids,Kids Shorts,36,Pink,Rayon,B2407-205,2024-07-10,9220.26,6102,12
SKU-5177,8907021000155,StitchCraft Kids Shorts,EthnicEdge,Kids,Kids Shorts,28,Black,Wool,B2501-269,2025-01-20,795.39,6217,5
SKU-5178,8909994401783,EthnicEdge Salwar Set,FabIndia,Womenswear,Salwar Set,42,Rust,Cotton Blend,B2404-362,2024-04-21,9494.05,6105,5
SKU-5179,8907929084702,LoomLine Pocket Square,CottonKing,Accessories,Pocket Square,32,Off-White,Chiffon,B2410-272,2024-10-15,9338.31,6204,5
SKU-5180,8909441803756,SilkRoute Top देशी,KhaadiKraft,Womenswear,Top,Free Size,White,Cotton Blend,B2412-946,2024-12-21,8307.45,6111,12
SKU-5181,8901191887308,StreetStyle Wallet,DesiDrape,Accessories,Wallet,28,Grey,Viscose,B2501-188,2025-01-30,2626.05,6105,5
SKU-5182,8909337462297,EthnicEdge Socks,IndoChic,Accessories,Socks,L,Lavender,Poly-Cotton,B2408-153,2024-08-27,2421.94,6106,5
SKU-5183,8905735390371,ThreadBare Sweater,FabIndia,Winterwear,Sweater,L,Grey,Viscose,B2411-341,2024-11-06,1808.27,6217,5
SKU-5184,8908788538286,StreetStyle Top,RoyalStitch,Womenswear,Top,38,Mustard,Silk,B2409-897,2024-09-20,8765.26,6205,12
SKU-5185,8900359797360,EthnicEdge Cardigan,CottonKing,Winterwear,Cardigan,38,Maroon,Polyester,B2409-627,2024-09-28,8842.73,6101,12
SKU-5186,8908707952387,UrbanWeave Trousers,IndoChic,Menswear,Trousers,38,Charcoal,Wool,B2408-509,2024-08-10,4852.51,6201,5
SKU-5187,8909220558152,RoyalStitch Hoodie,StitchCraft,Winterwear,Hoodie,L,Indigo,Polyester,B2406-381,2024-06-10,2484.94,6109,5
SKU-5188,8906158829428,FabIndia Churidar Set परंपरागत,WeaveMaster,Ethnic Wear,Churidar Set,36,Rust,Polyester,B2410-601,2024-10-31,8266.28,6109,5
SKU-5189,8906627950415,StitchCraft Puffer Jacket,ThreadBare,Winterwear,Puffer Jacket,32,Pink,Crepe,B2501-212,2025-01-26,1199.97,6106,5
SKU-5190,8905820950933,ThreadBare Nehru Jacket,LoomLine,Ethnic Wear,Nehru Jacket,XS,Off-White,Denim,B2408-894,2024-08-26,4981.16,6206,5
SKU-5191,8900451541646,StreetStyle Churidar Set,StitchCraft,Ethnic Wear,Churidar Set,40,Charcoal,Polyester,B2410-282,2024-10-01,1884.38,6214,5
SKU-5192,8905252979911,IndoChic Top,UrbanWeave,Womenswear,Top,XS,Peach,Fleece,B2411-282,2024-11-06,5977.27,6214,12
SKU-5193,8903521922159,ThreadBare Blouse,StreetStyle,Womenswear,Blouse,XL,Charcoal,Denim,B2409-976,2024-09-25,8128.62,6103,5
SKU-5194,8909750331708,KhaadiKraft Palazzo,DesiDrape,Womenswear,Palazzo,M,Pink,Wool,B2405-317,2024-05-09,6711.23,6202,12
SKU-5195,8902766438476,StitchCraft Lehenga,ThreadBare,Ethnic Wear,Lehenga,S,Grey,Viscose,B2412-170,2024-12-07,2957.95,6211,5
SKU-5196,8907983408394,StreetStyle Palazzo,DesiDrape,Womenswear,Palazzo,38,Beige,Lycra,B2501-171,2025-01-11,7844.86,6203,5
SKU-5197,8905011811139,UrbanWeave Top,SilkRoute,Womenswear,Top,3XL,Lavender,Crepe,B2410-170,2024-10-25,2906.89,6109,5
SKU-5198,8909747859861,WeaveMaster Thermal,StreetStyle,Winterwear,Thermal,38,Mustard,Linen,B2409-689,2024-09-15,8090.13,6103,12
SKU-5199,8906424413189,IndoChic Sherwani,EthnicEdge,Ethnic Wear,Sherwani,28,Rust,Denim,B2404-639,2024-04-15,4344.45,6101,5
SKU-5200,8905697441289,RoyalStitch Blazer,StitchCraft,Menswear,Blazer,34,Maroon,Viscose,B2407-911,2024-07-03,761.6,6211,5
SKU-5201,8902570320340,StreetStyle Salwar Set राजशाही,FabIndia,Womenswear,Salwar Set,Free Size,Sky Blue,Viscose,B2412-237,2024-12-17,9660.33,6105,5
SKU-5202,8907826313439,KhaadiKraft Nehru Jacket,WeaveMaster,Ethnic Wear,Nehru Jacket,XL,Olive,Denim,B2408-793,2024-08-04,6224.88,6101,12
SKU-5203,8904016741259,UrbanWeave Belt,SilkRoute,Accessories,Belt,XL,Sky Blue,Crepe,B2411-549,2024-11-02,8587.79,6201,5
SKU-5204,8907109435596,DesiDrape Dress,ThreadBare,Womenswear,Dress,M,Mustard,Lycra,B2412-315,2024-12-01,996.94,6204,5
SKU-5205,8903524287974,LoomLine Kids T-Shirt,EthnicEdge,Kids,Kids T-Shirt,L,Black,Chiffon,B2408-219,2024-08-31,2265.57,6206,5
SKU-5206,8906243368139,OmniThreads Churidar Set,KhaadiKraft,Ethnic Wear,Churidar Set,28,Red,Viscose,B2501-123,2025-01-14,6127.37,6105,12
SKU-5207,8900182628774,OmniThreads Sweater राजशाही,DesiDrape,Winterwear,Sweater,34,Mustard,Linen,B2411-906,2024-11-06,313.18,6109,5
